timestamp,input_tokens_before,input_tokens_after,input_saved_tokens,input_savings_pct,output_tokens,total_tokens,token_budget
2026-06-24T17:07:20,147,147,0,0.0,30,177,2000
2026-06-24T17:07:39,147,147,0,0.0,30,177,2000
2026-06-24T17:16:52,147,147,0,0.0,30,177,2000
2026-06-24T17:44:04,147,147,0,0.0,30,177,2000
2026-06-24T17:45:52,147,147,0,0.0,30,177,2000
2026-06-24T18:12:13,185,185,0,0.0,30,215,2000
2026-06-24T18:21:07,728,728,0,0.0,20852,21580,2000
2026-06-24T18:21:45,1112,1112,0,0.0,404,1516,2000
